listing_id,niche,season,product,angle,design_text,title,tags,price_usd,est_fees_usd,est_cogs_usd,est_profit_usd,est_margin_pct,priority,status
LB-00328,Girl Moms,Graduation,T-Shirt,Sentimental,Built with Love,Built with Love T-Shirt | Graduation | Girl Moms,graduation gift|class of 2026|grad shirt|girl moms|girl gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00329,Girl Moms,Mothers Day,Sweatshirt,Retro,Retro Script,Retro Script Sweatshirt | Mothers Day | Girl Moms,mothers day gift|gift for mom|mama gift|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00330,Girl Moms,Evergreen,Sticker,Sarcastic,Running on Vibes,Running on Vibes Sticker | Evergreen | Girl Moms,funny gift|personalized gift|custom shirt|girl moms|girl gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00331,Gamers,Evergreen,Sweatshirt,Custom Name,Custom Name Here,Custom Name Here Sweatshirt | Evergreen | Gamers,funny gift|personalized gift|custom shirt|gamers|gamers gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00332,Therapists,Graduation,Mug,Photo Style,Polaroid Frame Style,Polaroid Frame Style Mug | Graduation | Therapists,graduation gift|class of 2026|grad shirt|therapists|therapists gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00333,Cat Moms,Mothers Day,Sweatshirt,Sentimental,Forever Proud,Forever Proud Sweatshirt | Mothers Day | Cat Moms,mothers day gift|gift for mom|mama gift|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00334,New Dads,Mothers Day,Mug,Minimalist,Class of 2026,Class of 2026 Mug | Mothers Day | New Dads,mothers day gift|gift for mom|mama gift|new dads|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00335,Therapists,Halloween,T-Shirt,Retro,Retro Script,Retro Script T-Shirt | Halloween | Therapists,halloween shirt|spooky mug|cute halloween|therapists|therapists gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00336,Cat Moms,Evergreen,Sticker,Custom Name,Custom Name Here,Custom Name Here Sticker | Evergreen | Cat Moms,funny gift|personalized gift|custom shirt|cat moms|cat gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00337,Coffee Lovers,Fathers Day,Sticker,Minimalist,Grace Over Grind,Grace Over Grind Sticker | Fathers Day | Coffee Lovers,fathers day gift|gift for dad|dad shirt|coffee lovers|coffee gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00338,Girl Moms,Christmas,Sticker,Profession Pride,Nurse Strong,Nurse Strong Sticker | Christmas | Girl Moms,christmas gift|holiday shirt|xmas mug|girl moms|girl gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00339,Grandmas/Nanas,Halloween,Sweatshirt,Sentimental,My Favorite Human,My Favorite Human Sweatshirt | Halloween | Grandmas/Nanas,halloween shirt|spooky mug|cute halloween|grandmas nanas|grandmas/nanas gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00340,Cat Moms,Mothers Day,Mug,Sentimental,My Favorite Human,My Favorite Human Mug | Mothers Day | Cat Moms,mothers day gift|gift for mom|mama gift|cat moms|cat gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00341,Christian Moms,Back to School,Mug,Pun,Respawn and Repeat,Respawn and Repeat Mug | Back to School | Christian Moms,back to school|teacher shirt|classroom decor|christian moms|christian gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00342,Therapists,Halloween,Sticker,Custom Name,Custom Role Name,Custom Role Name Sticker | Halloween | Therapists,halloween shirt|spooky mug|cute halloween|therapists|therapists gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00343,Girl Moms,Graduation,T-Shirt,Pun,Read Sleep Repeat,Read Sleep Repeat T-Shirt | Graduation | Girl Moms,graduation gift|class of 2026|grad shirt|girl moms|girl gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00344,Cat Moms,Graduation,Sweatshirt,Profession Pride,Nurse Strong,Nurse Strong Sweatshirt | Graduation | Cat Moms,graduation gift|class of 2026|grad shirt|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00345,New Dads,Evergreen,Mug,Sentimental,Loved Beyond Words,Loved Beyond Words Mug | Evergreen | New Dads,funny gift|personalized gift|custom shirt|new dads|new gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00346,Moms of 2+,Graduation,Sticker,Profession Pride,Nurse Strong,Nurse Strong Sticker | Graduation | Moms of 2+,graduation gift|class of 2026|grad shirt|moms of 2+|moms gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00347,New Dads,Mothers Day,Sweatshirt,Retro,Old School Badge,Old School Badge Sweatshirt | Mothers Day | New Dads,mothers day gift|gift for mom|mama gift|new dads|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00348,Dog Moms,Halloween,Sticker,Photo Style,Picture + Name,Picture + Name Sticker | Halloween | Dog Moms,halloween shirt|spooky mug|cute halloween|dog moms|dog gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00349,Boy Moms,Evergreen,Sticker,Sentimental,Forever Proud,Forever Proud Sticker | Evergreen | Boy Moms,funny gift|personalized gift|custom shirt|boy moms|boy gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00350,Coffee Lovers,Halloween,Sweatshirt,Photo Style,Picture + Name,Picture + Name Sweatshirt | Halloween | Coffee Lovers,halloween shirt|spooky mug|cute halloween|coffee lovers|coffee gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00351,New Dads,Graduation,T-Shirt,Photo Style,Photo Collage Layout,Photo Collage Layout T-Shirt | Graduation | New Dads,graduation gift|class of 2026|grad shirt|new dads|new gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00352,Graduation Families,Halloween,Mug,Minimalist,Nurse Life,Nurse Life Mug | Halloween | Graduation Families,halloween shirt|spooky mug|cute halloween|graduation families|graduation gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00353,Coffee Lovers,Back to School,Mug,Retro,Groovy Flowers,Groovy Flowers Mug | Back to School | Coffee Lovers,back to school|teacher shirt|classroom decor|coffee lovers|coffee gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00354,Fitness Moms,Mothers Day,T-Shirt,Profession Pride,Healing Hands,Healing Hands T-Shirt | Mothers Day | Fitness Moms,mothers day gift|gift for mom|mama gift|fitness moms|fitness gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00355,Book Lovers,Evergreen,Mug,Custom Name,Personalized Family Name,Personalized Family Name Mug | Evergreen | Book Lovers,funny gift|personalized gift|custom shirt|book lovers|book gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00356,Coffee Lovers,Graduation,Sticker,Photo Style,Memory Badge,Memory Badge Sticker | Graduation | Coffee Lovers,graduation gift|class of 2026|grad shirt|coffee lovers|coffee gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00357,Boy Moms,Graduation,Mug,Custom Name,Custom Name Here,Custom Name Here Mug | Graduation | Boy Moms,graduation gift|class of 2026|grad shirt|boy moms|boy gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00358,Real Estate Agents,Mothers Day,Mug,Minimalist,Mama Era,Mama Era Mug | Mothers Day | Real Estate Agents,mothers day gift|gift for mom|mama gift|real estate agents|real gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00359,Coffee Lovers,Fathers Day,Sweatshirt,Sentimental,Always in My Heart,Always in My Heart Sweatshirt | Fathers Day | Coffee Lovers,fathers day gift|gift for dad|dad shirt|coffee lovers|coffee gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00360,Gamers,Evergreen,Mug,Custom Name,Custom Role Name,Custom Role Name Mug | Evergreen | Gamers,funny gift|personalized gift|custom shirt|gamers|gamers gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00361,Gamers,Mothers Day,Mug,Minimalist,Dad Mode,Dad Mode Mug | Mothers Day | Gamers,mothers day gift|gift for mom|mama gift|gamers|gamers gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00362,Dental Hygienists,Evergreen,Sticker,Retro,Distressed Classic,Distressed Classic Sticker | Evergreen | Dental Hygienists,funny gift|personalized gift|custom shirt|dental hygienists|dental gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00363,Grandmas/Nanas,Evergreen,Sweatshirt,Custom Name,Custom Name Here,Custom Name Here Sweatshirt | Evergreen | Grandmas/Nanas,funny gift|personalized gift|custom shirt|grandmas nanas|grandmas/nanas gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00364,Therapists,Mothers Day,Sticker,Custom Name,Personalized Family Name,Personalized Family Name Sticker | Mothers Day | Therapists,mothers day gift|gift for mom|mama gift|therapists|therapists gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00365,Dog Moms,Fathers Day,T-Shirt,Pun,Fueled by Coffee and Chaos,Fueled by Coffee and Chaos T-Shirt | Fathers Day | Dog Moms,fathers day gift|gift for dad|dad shirt|dog moms|dog gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00366,Boy Moms,Halloween,Sticker,Profession Pride,Proud to Teach,Proud to Teach Sticker | Halloween | Boy Moms,halloween shirt|spooky mug|cute halloween|boy moms|boy gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00367,Real Estate Agents,Graduation,Mug,Custom Name,Custom Role Name,Custom Role Name Mug | Graduation | Real Estate Agents,graduation gift|class of 2026|grad shirt|real estate agents|real gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00368,Teachers,Fathers Day,Sticker,Pun,Respawn and Repeat,Respawn and Repeat Sticker | Fathers Day | Teachers,fathers day gift|gift for dad|dad shirt|teachers|teachers gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00369,Graduation Families,Christmas,Mug,Photo Style,Snapshot Memory,Snapshot Memory Mug | Christmas | Graduation Families,christmas gift|holiday shirt|xmas mug|graduation families|graduation gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00370,Therapists,Evergreen,Sticker,Sentimental,My Favorite Human,My Favorite Human Sticker | Evergreen | Therapists,funny gift|personalized gift|custom shirt|therapists|therapists gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00371,Plant Lovers,Christmas,T-Shirt,Sarcastic,Chaos Coordinator,Chaos Coordinator T-Shirt | Christmas | Plant Lovers,christmas gift|holiday shirt|xmas mug|plant lovers|plant gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00372,Christian Moms,Mothers Day,T-Shirt,Minimalist,Booktrovert,Booktrovert T-Shirt | Mothers Day | Christian Moms,mothers day gift|gift for mom|mama gift|christian moms|christian gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00373,Fitness Moms,Evergreen,T-Shirt,Custom Name,Custom Role Name,Custom Role Name T-Shirt | Evergreen | Fitness Moms,funny gift|personalized gift|custom shirt|fitness moms|fitness gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00374,Real Estate Agents,Christmas,Mug,Pun,Respawn and Repeat,Respawn and Repeat Mug | Christmas | Real Estate Agents,christmas gift|holiday shirt|xmas mug|real estate agents|real gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00375,Book Lovers,Christmas,Sticker,Pun,Fueled by Coffee and Chaos,Fueled by Coffee and Chaos Sticker | Christmas | Book Lovers,christmas gift|holiday shirt|xmas mug|book lovers|book gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00376,Gamers,Evergreen,Mug,Pun,Paws and Effect,Paws and Effect Mug | Evergreen | Gamers,funny gift|personalized gift|custom shirt|gamers|gamers gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00377,Graduation Families,Back to School,Mug,Retro,Throwback Type,Throwback Type Mug | Back to School | Graduation Families,back to school|teacher shirt|classroom decor|graduation families|graduation gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00378,Graduation Families,Christmas,Sticker,Retro,Old School Badge,Old School Badge Sticker | Christmas | Graduation Families,christmas gift|holiday shirt|xmas mug|graduation families|graduation gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00379,Graduation Families,Evergreen,T-Shirt,Pun,Respawn and Repeat,Respawn and Repeat T-Shirt | Evergreen | Graduation Families,funny gift|personalized gift|custom shirt|graduation families|graduation gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00380,Plant Lovers,Fathers Day,Mug,Retro,Vintage Sunset,Vintage Sunset Mug | Fathers Day | Plant Lovers,fathers day gift|gift for dad|dad shirt|plant lovers|plant gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00381,Teachers,Graduation,Sweatshirt,Photo Style,Picture + Name,Picture + Name Sweatshirt | Graduation | Teachers,graduation gift|class of 2026|grad shirt|teachers|teachers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00382,Cat Moms,Halloween,Mug,Pun,Read Sleep Repeat,Read Sleep Repeat Mug | Halloween | Cat Moms,halloween shirt|spooky mug|cute halloween|cat moms|cat gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00383,Nurses,Halloween,T-Shirt,Custom Name,Personalized Family Name,Personalized Family Name T-Shirt | Halloween | Nurses,halloween shirt|spooky mug|cute halloween|nurses|nurses gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00384,Dog Moms,Christmas,Sticker,Retro,Throwback Type,Throwback Type Sticker | Christmas | Dog Moms,christmas gift|holiday shirt|xmas mug|dog moms|dog gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
